stop_name,stop_sequence,headway_secs
SRI DAMANSARA SENTRAL,6,600
SRI DAMANSARA TIMUR,7,600
METRO PRIMA,8,600
KEPONG BARU,9,600
JINJANG,10,600
SRI DELIMA,11,600
KAMPUNG BATU,12,600
KENTOMEN,13,600
JALAN IPOH,14,600
SENTUL BARAT,15,600
TITIWANGSA,16,600
HOSPITAL KUALA LUMPUR,17,600
RAJA UDA,18,600
AMPANG PARK,19,600
PERSIARAN KLCC,20,600
CONLAY,21,600
TUN RAZAK EXCHANGE,22,600
CHAN SOW LIN,23,600
KUCHAI,24,600
TAMAN NAGA EMAS,25,600
SUNGAI BESI,26,600
SERDANG RAYA UTARA,27,600
SERDANG RAYA SELATAN,28,600
SERDANG JAYA,29,600
UPM,30,600
TAMAN EQUINE,31,600
PUTRA PERMAI,32,600
16 SIERRA,33,600
CYBERJAYA UTARA,34,600
CYBERJAYA CITY CENTRE,35,600
PUTRAJAYA SENTRAL,36,600
PUTRAJAYA SENTRAL,1,420
PUTRAJAYA SENTRAL,1,240
PUTRAJAYA SENTRAL,1,420
PUTRAJAYA SENTRAL,1,240
PUTRAJAYA SENTRAL,1,420
PUTRAJAYA SENTRAL,1,840
CYBERJAYA CITY CENTRE,2,420
CYBERJAYA CITY CENTRE,2,240
CYBERJAYA CITY CENTRE,2,420
CYBERJAYA CITY CENTRE,2,240
CYBERJAYA CITY CENTRE,2,420
CYBERJAYA CITY CENTRE,2,840
CYBERJAYA UTARA,3,420
CYBERJAYA UTARA,3,240
CYBERJAYA UTARA,3,420
CYBERJAYA UTARA,3,240
CYBERJAYA UTARA,3,420
CYBERJAYA UTARA,3,840
16 SIERRA,4,420
16 SIERRA,4,240
16 SIERRA,4,420
16 SIERRA,4,240
16 SIERRA,4,420
16 SIERRA,4,840
PUTRA PERMAI,5,420
PUTRA PERMAI,5,240
PUTRA PERMAI,5,420
PUTRA PERMAI,5,240
PUTRA PERMAI,5,420
PUTRA PERMAI,5,840
TAMAN EQUINE,6,420
TAMAN EQUINE,6,240
TAMAN EQUINE,6,420
TAMAN EQUINE,6,240
TAMAN EQUINE,6,420
TAMAN EQUINE,6,840
UPM,7,420
UPM,7,240
UPM,7,420
UPM,7,240
UPM,7,420
UPM,7,840
SERDANG JAYA,8,420
SERDANG JAYA,8,240
SERDANG JAYA,8,420
SERDANG JAYA,8,240
SERDANG JAYA,8,420
SERDANG JAYA,8,840
SERDANG RAYA SELATAN,9,420
SERDANG RAYA SELATAN,9,240
SERDANG RAYA SELATAN,9,420
SERDANG RAYA SELATAN,9,240
SERDANG RAYA SELATAN,9,420
SERDANG RAYA SELATAN,9,840
SERDANG RAYA UTARA,10,420
SERDANG RAYA UTARA,10,240
SERDANG RAYA UTARA,10,420
SERDANG RAYA UTARA,10,240
SERDANG RAYA UTARA,10,420
SERDANG RAYA UTARA,10,840
SUNGAI BESI,11,420
SUNGAI BESI,11,240
SUNGAI BESI,11,420
SUNGAI BESI,11,240
SUNGAI BESI,11,420
SUNGAI BESI,11,840
TAMAN NAGA EMAS,12,420
TAMAN NAGA EMAS,12,240
TAMAN NAGA EMAS,12,420
TAMAN NAGA EMAS,12,240
TAMAN NAGA EMAS,12,420
TAMAN NAGA EMAS,12,840
KUCHAI,13,420
KUCHAI,13,240
KUCHAI,13,420
KUCHAI,13,240
KUCHAI,13,420
KUCHAI,13,840
CHAN SOW LIN,14,420
CHAN SOW LIN,14,240
CHAN SOW LIN,14,420
CHAN SOW LIN,14,240
CHAN SOW LIN,14,420
CHAN SOW LIN,14,840
TUN RAZAK EXCHANGE,15,420
TUN RAZAK EXCHANGE,15,240
TUN RAZAK EXCHANGE,15,420
TUN RAZAK EXCHANGE,15,240
TUN RAZAK EXCHANGE,15,420
TUN RAZAK EXCHANGE,15,840
CONLAY,16,420
CONLAY,16,240
CONLAY,16,420
CONLAY,16,240
CONLAY,16,420
CONLAY,16,840
PERSIARAN KLCC,17,420
PERSIARAN KLCC,17,240
PERSIARAN KLCC,17,420
PERSIARAN KLCC,17,240
PERSIARAN KLCC,17,420
PERSIARAN KLCC,17,840
AMPANG PARK,18,420
AMPANG PARK,18,240
AMPANG PARK,18,420
AMPANG PARK,18,240
AMPANG PARK,18,420
AMPANG PARK,18,840
RAJA UDA,19,420
RAJA UDA,19,240
RAJA UDA,19,420
RAJA UDA,19,240
RAJA UDA,19,420
RAJA UDA,19,840
HOSPITAL KUALA LUMPUR,20,420
HOSPITAL KUALA LUMPUR,20,240
HOSPITAL KUALA LUMPUR,20,420
HOSPITAL KUALA LUMPUR,20,240
HOSPITAL KUALA LUMPUR,20,420
HOSPITAL KUALA LUMPUR,20,840
TITIWANGSA,21,420
TITIWANGSA,21,240
TITIWANGSA,21,420
TITIWANGSA,21,240
TITIWANGSA,21,420
TITIWANGSA,21,840
SENTUL BARAT,22,420
SENTUL BARAT,22,240
SENTUL BARAT,22,420
SENTUL BARAT,22,240
SENTUL BARAT,22,420
SENTUL BARAT,22,840
JALAN IPOH,23,420
JALAN IPOH,23,240
JALAN IPOH,23,420
JALAN IPOH,23,240
JALAN IPOH,23,420
JALAN IPOH,23,840
KENTOMEN,24,420
KENTOMEN,24,240
KENTOMEN,24,420
KENTOMEN,24,240
KENTOMEN,24,420
KENTOMEN,24,840
KAMPUNG BATU,25,420
KAMPUNG BATU,25,240
KAMPUNG BATU,25,420
KAMPUNG BATU,25,240
KAMPUNG BATU,25,420
KAMPUNG BATU,25,840
SRI DELIMA,26,420
SRI DELIMA,26,240
SRI DELIMA,26,420
SRI DELIMA,26,240
SRI DELIMA,26,420
SRI DELIMA,26,840
JINJANG,27,420
JINJANG,27,240
JINJANG,27,420
JINJANG,27,240
JINJANG,27,420
JINJANG,27,840
KEPONG BARU,28,420
KEPONG BARU,28,240
KEPONG BARU,28,420
KEPONG BARU,28,240
KEPONG BARU,28,420
KEPONG BARU,28,840
METRO PRIMA,29,420
METRO PRIMA,29,240
METRO PRIMA,29,420
METRO PRIMA,29,240
METRO PRIMA,29,420
METRO PRIMA,29,840
SRI DAMANSARA TIMUR,30,420
SRI DAMANSARA TIMUR,30,240
SRI DAMANSARA TIMUR,30,420
SRI DAMANSARA TIMUR,30,240
SRI DAMANSARA TIMUR,30,420
SRI DAMANSARA TIMUR,30,840
SRI DAMANSARA SENTRAL,31,420
SRI DAMANSARA SENTRAL,31,240
SRI DAMANSARA SENTRAL,31,420
SRI DAMANSARA SENTRAL,31,240
SRI DAMANSARA SENTRAL,31,420
SRI DAMANSARA SENTRAL,31,840
SRI DAMANSARA BARAT,32,420
SRI DAMANSARA BARAT,32,240
SRI DAMANSARA BARAT,32,420
SRI DAMANSARA BARAT,32,240
SRI DAMANSARA BARAT,32,420
SRI DAMANSARA BARAT,32,840
DAMANSARA DAMAI,33,420
DAMANSARA DAMAI,33,240
DAMANSARA DAMAI,33,420
DAMANSARA DAMAI,33,240
DAMANSARA DAMAI,33,420
DAMANSARA DAMAI,33,840
SUNGAI BULOH,34,420
SUNGAI BULOH,34,240
SUNGAI BULOH,34,420
SUNGAI BULOH,34,240
SUNGAI BULOH,34,420
SUNGAI BULOH,34,840
KAMPUNG SELAMAT,35,420
KAMPUNG SELAMAT,35,240
KAMPUNG SELAMAT,35,420
KAMPUNG SELAMAT,35,240
KAMPUNG SELAMAT,35,420
KAMPUNG SELAMAT,35,840
KWASA DAMANSARA,36,420
KWASA DAMANSARA,36,240
KWASA DAMANSARA,36,420
KWASA DAMANSARA,36,240
KWASA DAMANSARA,36,420
KWASA DAMANSARA,36,840
PUTRAJAYA SENTRAL,1,600
CYBERJAYA CITY CENTRE,2,600
CYBERJAYA UTARA,3,600
16 SIERRA,4,600
PUTRA PERMAI,5,600
TAMAN EQUINE,6,600
UPM,7,600
SERDANG JAYA,8,600
SERDANG RAYA SELATAN,9,600
SERDANG RAYA UTARA,10,600
SUNGAI BESI,11,600
TAMAN NAGA EMAS,12,600
KUCHAI,13,600
CHAN SOW LIN,14,600
TUN RAZAK EXCHANGE,15,600
CONLAY,16,600
PERSIARAN KLCC,17,600
AMPANG PARK,18,600
RAJA UDA,19,600
HOSPITAL KUALA LUMPUR,20,600
TITIWANGSA,21,600
SENTUL BARAT,22,600
JALAN IPOH,23,600
KENTOMEN,24,600
KAMPUNG BATU,25,600
SRI DELIMA,26,600
JINJANG,27,600
KEPONG BARU,28,600
METRO PRIMA,29,600
SRI DAMANSARA TIMUR,30,600
SRI DAMANSARA SENTRAL,31,600
SRI DAMANSARA BARAT,32,600
DAMANSARA DAMAI,33,600
SUNGAI BULOH,34,600
KAMPUNG SELAMAT,35,600
KWASA DAMANSARA,36,600
PUTRAJAYA SENTRAL,1,600
CYBERJAYA CITY CENTRE,2,600
CYBERJAYA UTARA,3,600
16 SIERRA,4,600
PUTRA PERMAI,5,600
TAMAN EQUINE,6,600
UPM,7,600
SERDANG JAYA,8,600
SERDANG RAYA SELATAN,9,600
SERDANG RAYA UTARA,10,600
SUNGAI BESI,11,600
TAMAN NAGA EMAS,12,600
KUCHAI,13,600
CHAN SOW LIN,14,600
TUN RAZAK EXCHANGE,15,600
CONLAY,16,600
PERSIARAN KLCC,17,600
AMPANG PARK,18,600
RAJA UDA,19,600
HOSPITAL KUALA LUMPUR,20,600
TITIWANGSA,21,600
SENTUL BARAT,22,600
JALAN IPOH,23,600
KENTOMEN,24,600
KAMPUNG BATU,25,600
SRI DELIMA,26,600
JINJANG,27,600
KEPONG BARU,28,600
METRO PRIMA,29,600
SRI DAMANSARA TIMUR,30,600
SRI DAMANSARA SENTRAL,31,600
SRI DAMANSARA BARAT,32,600
DAMANSARA DAMAI,33,600
SUNGAI BULOH,34,600
KAMPUNG SELAMAT,35,600
KWASA DAMANSARA,36,600
KL SENTRAL,1,420
KL SENTRAL,1,600
KL SENTRAL,1,420
KL SENTRAL,1,600
TUN SAMBANTHAN,2,420
TUN SAMBANTHAN,2,600
TUN SAMBANTHAN,2,420
TUN SAMBANTHAN,2,600
MAHARAJALELA,3,420
MAHARAJALELA,3,600
MAHARAJALELA,3,420
MAHARAJALELA,3,600
HANG TUAH,4,420
HANG TUAH,4,600
HANG TUAH,4,420
HANG TUAH,4,600
IMBI,5,420
IMBI,5,600
IMBI,5,420
IMBI,5,600
BUKIT BINTANG ,6,420
BUKIT BINTANG ,6,600
BUKIT BINTANG ,6,420
BUKIT BINTANG ,6,600
RAJA CHULAN,7,420
RAJA CHULAN,7,600
RAJA CHULAN,7,420
RAJA CHULAN,7,600
BUKIT NANAS,8,420
BUKIT NANAS,8,600
BUKIT NANAS,8,420
BUKIT NANAS,8,600
MEDAN TUANKU,9,420
MEDAN TUANKU,9,600
MEDAN TUANKU,9,420
MEDAN TUANKU,9,600
CHOW KIT,10,420
CHOW KIT,10,600
CHOW KIT,10,420
CHOW KIT,10,600
TITIWANGSA,11,420
TITIWANGSA,11,600
TITIWANGSA,11,420
TITIWANGSA,11,600
KL SENTRAL,1,720
TUN SAMBANTHAN,2,720
MAHARAJALELA,3,720
HANG TUAH,4,720
IMBI,5,720
BUKIT BINTANG ,6,720
RAJA CHULAN,7,720
BUKIT NANAS,8,720
MEDAN TUANKU,9,720
CHOW KIT,10,720
TITIWANGSA,11,720
KL SENTRAL,1,720
TUN SAMBANTHAN,2,720
MAHARAJALELA,3,720
HANG TUAH,4,720
IMBI,5,720
BUKIT BINTANG ,6,720
RAJA CHULAN,7,720
BUKIT NANAS,8,720
MEDAN TUANKU,9,720
CHOW KIT,10,720
TITIWANGSA,11,720
TITIWANGSA,1,420
TITIWANGSA,1,600
TITIWANGSA,1,420
TITIWANGSA,1,600
CHOW KIT,2,420
CHOW KIT,2,600
CHOW KIT,2,420
CHOW KIT,2,600
MEDAN TUANKU,3,420
MEDAN TUANKU,3,600
MEDAN TUANKU,3,420
MEDAN TUANKU,3,600
BUKIT NANAS,4,420
BUKIT NANAS,4,600
BUKIT NANAS,4,420
BUKIT NANAS,4,600
RAJA CHULAN,5,420
RAJA CHULAN,5,600
RAJA CHULAN,5,420
RAJA CHULAN,5,600
BUKIT BINTANG ,6,420
BUKIT BINTANG ,6,600
BUKIT BINTANG ,6,420
BUKIT BINTANG ,6,600
IMBI,7,420
IMBI,7,600
IMBI,7,420
IMBI,7,600
HANG TUAH,8,420
HANG TUAH,8,600
HANG TUAH,8,420
HANG TUAH,8,600
MAHARAJALELA,9,420
MAHARAJALELA,9,600
MAHARAJALELA,9,420
MAHARAJALELA,9,600
TUN SAMBANTHAN,10,420
TUN SAMBANTHAN,10,600
TUN SAMBANTHAN,10,420
TUN SAMBANTHAN,10,600
KL SENTRAL,11,420
KL SENTRAL,11,600
KL SENTRAL,11,420
KL SENTRAL,11,600
TITIWANGSA,1,720
CHOW KIT,2,720
MEDAN TUANKU,3,720
BUKIT NANAS,4,720
RAJA CHULAN,5,720
BUKIT BINTANG ,6,720
IMBI,7,720
HANG TUAH,8,720
MAHARAJALELA,9,720
TUN SAMBANTHAN,10,720
KL SENTRAL,11,720
TITIWANGSA,1,720
CHOW KIT,2,720
MEDAN TUANKU,3,720
BUKIT NANAS,4,720
RAJA CHULAN,5,720
BUKIT BINTANG ,6,720
IMBI,7,720
HANG TUAH,8,720
MAHARAJALELA,9,720
TUN SAMBANTHAN,10,720
KL SENTRAL,11,720
SUNWAY-SETIA JAYA,1,480
SUNWAY-SETIA JAYA,1,240
SUNWAY-SETIA JAYA,1,480
SUNWAY-SETIA JAYA,1,240
SUNWAY-SETIA JAYA,1,480
MENTARI,2,480
MENTARI,2,240
MENTARI,2,480
MENTARI,2,240
MENTARI,2,480
SUNWAY LAGOON ,3,480
SUNWAY LAGOON ,3,240
SUNWAY LAGOON ,3,480
SUNWAY LAGOON ,3,240
SUNWAY LAGOON ,3,480
SUNMED,4,480
SUNMED,4,240
SUNMED,4,480
SUNMED,4,240
SUNMED,4,480
SunU-Monash,5,480
SunU-Monash,5,240
SunU-Monash,5,480
SunU-Monash,5,240
SunU-Monash,5,480
SOUTH QUAY-USJ 1,6,480
SOUTH QUAY-USJ 1,6,240
SOUTH QUAY-USJ 1,6,480
SOUTH QUAY-USJ 1,6,240
SOUTH QUAY-USJ 1,6,480
USJ7,7,480
USJ7,7,240
USJ7,7,480
USJ7,7,240
USJ7,7,480
SUNWAY-SETIA JAYA,1,360
MENTARI,2,360
SUNWAY LAGOON ,3,360
SUNMED,4,360
SunU-Monash,5,360
SOUTH QUAY-USJ 1,6,360
USJ7,7,360
SUNWAY-SETIA JAYA,1,360
MENTARI,2,360
SUNWAY LAGOON ,3,360
SUNMED,4,360
SunU-Monash,5,360
SOUTH QUAY-USJ 1,6,360
USJ7,7,360
USJ7,1,480
USJ7,1,240
USJ7,1,480
USJ7,1,240
USJ7,1,480
SOUTH QUAY-USJ 1,2,480
SOUTH QUAY-USJ 1,2,240
SOUTH QUAY-USJ 1,2,480
SOUTH QUAY-USJ 1,2,240
SOUTH QUAY-USJ 1,2,480
SunU-Monash,3,480
SunU-Monash,3,240
SunU-Monash,3,480
SunU-Monash,3,240
SunU-Monash,3,480
SUNMED,4,480
SUNMED,4,240
SUNMED,4,480
SUNMED,4,240
SUNMED,4,480
SUNWAY LAGOON ,5,480
SUNWAY LAGOON ,5,240
SUNWAY LAGOON ,5,480
SUNWAY LAGOON ,5,240
SUNWAY LAGOON ,5,480
MENTARI,6,480
MENTARI,6,240
MENTARI,6,480
MENTARI,6,240
MENTARI,6,480
SUNWAY-SETIA JAYA,7,480
SUNWAY-SETIA JAYA,7,240
SUNWAY-SETIA JAYA,7,480
SUNWAY-SETIA JAYA,7,240
SUNWAY-SETIA JAYA,7,480
USJ7,1,360
SOUTH QUAY-USJ 1,2,360
SunU-Monash,3,360
SUNMED,4,360
SUNWAY LAGOON ,5,360
MENTARI,6,360
SUNWAY-SETIA JAYA,7,360
USJ7,1,360
SOUTH QUAY-USJ 1,2,360
SunU-Monash,3,360
SUNMED,4,360
SUNWAY LAGOON ,5,360
MENTARI,6,360
SUNWAY-SETIA JAYA,7,360
